723x835;741x853:830x148;954x419
488x767;775x780:718x433;910x566
816x629;846x741:46x36;977x840
333x410;595x970:614x762;721x794
799x169;819x464:71x761;987x936
210x910;524x925:520x77;801x542
461x248;887x803:831x949;924x985
716x108;747x388:236x994;742x997
797x983;916x991:881x63;961x497
400x779;587x879:765x922;820x935
315x117;392x304:813x884;929x892
144x118;448x206:269x625;314x961
400x284;988x574:786x519;856x526
726x970;827x991:150x935;945x953
185x499;243x687:346x421;997x760
700x177;946x180:527x343;824x541
685x663;959x864:831x879;966x989
591x60;918x952:892x89;973x478
418x750;421x907:874x396;880x412
559x875;648x986:623x835;798x954
25x883;853x899:250x601;327x835
190x481;543x831:404x524;821x882
730x126;758x386:209x549;347x575
473x972;898x984:239x34;591x711
963x698;970x996:721x542;780x671
401x224;574x764:855x543;901x947
675x680;958x892:732x596;940x890
298x896;434x911:627x613;656x913
400x950;822x966:734x53;817x756
557x440;968x572:771x831;963x962
263x681;524x764:785x20;807x317
572x359;997x658:911x384;956x546
673x959;700x969:913x932;958x957
817x888;998x973:217x287;806x334
361x352;905x684:812x92;914x221
682x400;820x729:738x382;988x439
542x319;775x531:164x815;465x821
419x41;665x298:282x412;779x891
705x651;955x944:143x908;579x923
988x492;997x987:836x961;923x972
606x592;656x970:209x743;510x756
35x229;789x538:122x100;938x474
19x404;926x925:250x439;665x833
598x473;600x625:369x538;715x743
459x57;466x89:84x221;922x827
103x717;187x994:472x931;931x972
671x724;810x837:507x864;787x963
685x557;845x644:779x575;909x892
242x314;756x441:469x357;584x991
702x401;843x742:449x982;621x993
71x779;796x993:874x718;881x733
147x253;448x725:229x220;653x927
517x508;868x860:626x273;641x628
63x958;552x981:864x330;899x408
523x320;600x676:517x965;892x975
957x953;975x991:69x732;965x751
251x942;658x996:793x110;933x427
506x105;698x523:988x92;991x631
21x114;133x507:25x585;116x997
758x645;844x756:80x532;164x652
787x759;956x917:0x172;416x652
49x533;204x864:269x166;951x576
325x782;646x921:940x954;990x991
956x862;991x865:914x708;965x766
854x466;961x827:469x832;634x894
940x174;967x713:43x460;954x488
188x369;666x805:764x471;805x550
838x739;869x891:457x715;978x724
452x238;493x889:77x24;815x657
641x595;848x597:899x633;933x745
337x254;910x655:399x825;564x854
261x218;498x900:470x625;616x759
728x573;732x855:499x811;550x874
563x790;614x819:528x552;903x926
557x183;625x544:622x774;952x980
246x383;935x845:536x430;961x868
948x503;976x768:606x730;835x912
52x8;116x40:709x371;750x451
766x249;914x813:716x172;735x411
239x123;684x908:852x948;950x990
684x527;924x986:844x332;883x349
421x730;969x902:822x905;843x926
541x32;730x385:149x518;786x614
370x678;571x701:342x551;946x622
117x186;907x287:453x598;589x918
301x927;785x932:643x556;751x824
677x744;883x796:117x782;747x852
240x628;731x782:876x344;902x574
393x182;797x720:998x28;999x434
810x719;877x780:446x269;634x499
761x952;937x992:240x411;272x951
111x246;229x541:7x167;543x906
347x56;539x737:908x420;932x433
609x752;882x862:901x600;940x611
376x173;727x425:445x396;938x731
253x649;314x820:723x171;737x520
185x306;640x312:990x258;994x289
317x935;467x937:430x164;575x723
530x944;991x960:163x713;735x726
895x996;932x998:8x370;975x447
527x451;755x548:205x717;360x821
303x872;585x891:571x618;980x708
915x323;920x653:517x474;839x951
843x998;991x999:528x43;978x949
847x813;894x994:724x216;850x495
263x705;849x929:379x169;714x795
734x852;940x956:58x797;944x806
6x645;302x916:349x368;676x381
360x417;760x513:105x418;611x968
838x107;865x942:403x202;719x270
778x225;950x305:218x93;394x225
509x619;845x891:448x709;734x854
426x653;632x863:178x335;245x715
355x298;427x487:102x931;722x936
94x545;334x611:723x794;964x848
530x714;981x971:55x325;747x410
451x755;947x785:101x430;774x530
439x0;802x403:868x845;883x883
752x988;846x998:421x952;627x966
563x548;965x821:548x855;861x921
784x166;995x320:238x314;539x981
833x273;925x768:429x258;942x354
113x478;835x984:978x135;986x665
949x571;990x887:184x625;866x939
790x163;877x542:327x73;343x601
62x408;483x441:520x9;732x883
660x623;803x819:579x973;888x995
